,Movie_name,Popularity,rating,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19
608,Father of the Bride (1950),0.101200686106346,3.58333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
609,Gigi (1958),0.0686106346483705,3.65853658536585,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
610,Laura (1944),0.0668953687821612,4.1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
611,Lost Horizon (1937),0.0566037735849056,3.94117647058823,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
612,My Man Godfrey (1936),0.0445969125214408,4.03703703703703,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
613,Giant (1956),0.0857632933104631,3.74509803921568,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
614,"39 Steps, The (1935)",0.0994854202401372,4.05084745762711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
615,Night of the Living Dead (1968),0.108061749571183,3.421875,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
616,"Blue Angel, The (Blaue Engel, Der) (1930)",0.0291595197255574,3.77777777777777,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
617,Picnic (1955),0.0291595197255574,3.61111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
618,Extreme Measures (1996),0.108061749571183,3.171875,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
619,"Chamber, The (1996)",0.072041166380789,3.09302325581395,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
620,"Davy Crockett, King of the Wild Frontier (1955)",0.0171526586620926,2.9090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
621,Swiss Family Robinson (1960),0.0651801029159519,3.35897435897435,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,Angels in the Outfield (1994),0.0651801029159519,2.92307692307692,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
623,"Three Caballeros, The (1945)",0.0360205831903945,3.27272727272727,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
624,"Sword in the Stone, The (1963)",0.13893653516295,3.32926829268292,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,So Dear to My Heart (1949),0.00514579759862778,3.25,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
626,Robin Hood: Prince of Thieves (1991),0.126929674099485,3.22666666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
627,Sleepers (1996),0.288164665523156,3.51479289940828,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
628,Victor/Victoria (1982),0.130360205831903,3.33766233766233,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
629,"Great Race, The (1965)",0.0514579759862778,3.29032258064516,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
630,"Crying Game, The (1992)",0.202401372212692,3.62184873949579,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
631,Sophie's Choice (1982),0.0977701543739279,3.89655172413793,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
632,"Christmas Carol, A (1938)",0.116638078902229,4.05797101449275,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
633,Microcosmos: Le peuple de l'herbe (1996),0.039451114922813,3.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
634,"Fog, The (1980)",0.0377358490566037,2.7391304347826,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
635,Escape from New York (1981),0.154373927958833,3.24175824175824,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
636,"Howling, The (1981)",0.0634648370497427,3.02631578947368,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
637,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",0.0737564322469982,3.77272727272727,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
638,"Tin Drum, The (Blechtrommel, Die) (1979)",0.0668953687821612,3.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
639,"Cook the Thief His Wife & Her Lover, The (1989)",0.13893653516295,3.02439024390243,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
640,Paths of Glory (1957),0.0548885077186964,4.21212121212121,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
641,"Grifters, The (1990)",0.150943396226415,3.48314606741573,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
642,The Innocent (1994),0.00514579759862778,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
643,"Thin Blue Line, The (1988)",0.0583190394511149,3.77142857142857,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
644,Paris Is Burning (1990),0.0445969125214408,3.81481481481481,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
645,Once Upon a Time in the West (1969),0.0634648370497427,3.86842105263157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
646,Ran (1985),0.118353344768439,4.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
647,"Quiet Man, The (1952)",0.113207547169811,4.02985074626865,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
648,Once Upon a Time in America (1984),0.0840480274442538,3.4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
649,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",0.121783876500857,3.54166666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
650,Glory (1989),0.291595197255574,4.07602339181286,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
651,Rosencrantz and Guildenstern Are Dead (1990),0.152658662092624,3.88888888888888,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
652,Touch of Evil (1958),0.0566037735849056,3.91176470588235,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
653,Chinatown (1974),0.250428816466552,4.1360544217687,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
654,Stand by Me (1986),0.387650085763293,3.88105726872246,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
655,M (1931),0.0737564322469982,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
656,"Manchurian Candidate, The (1962)",0.222984562607204,4.25954198473282,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
657,Pump Up the Volume (1990),0.133790737564322,3.41772151898734,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
658,Arsenic and Old Lace (1944),0.195540308747855,4.07826086956521,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
659,Fried Green Tomatoes (1991),0.260720411663807,3.76470588235294,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
660,High Noon (1952),0.149228130360205,4.10227272727272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
661,Somewhere in Time (1980),0.13893653516295,3.42682926829268,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
662,Being There (1979),0.197255574614065,3.9051724137931,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
663,"Paris, Texas (1984)",0.0771869639794168,3.54347826086956,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
664,Alien 3 (1992),0.169811320754716,2.83,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
665,Blood For Dracula (Andy Warhol's Dracula) (1974),0.00686106346483705,2.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
666,Audrey Rose (1977),0.0188679245283018,2.16666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
667,Blood Beach (1981),0.00857632933104631,2.16666666666666,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
668,Body Parts (1991),0.0205831903945111,1.61538461538461,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
669,Body Snatchers (1993),0.0600343053173241,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
670,Bride of Frankenstein (1935),0.0771869639794168,3.60869565217391,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
671,Candyman (1992),0.109777015437392,2.72307692307692,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
672,Cape Fear (1962),0.145797598627787,3.52325581395348,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
673,Cat People (1982),0.0806174957118353,2.89583333333333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
674,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",0.0909090909090909,3.55555555555555,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
675,"Crucible, The (1996)",0.130360205831903,3.33766233766233,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
676,Fire on the Mountain (1996),0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
677,Volcano (1997),0.373927958833619,2.80821917808219,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
678,Conan the Barbarian (1981),0.181818181818181,3.04672897196261,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,Kull the Conqueror (1997),0.0566037735849056,2.55882352941176,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,Wishmaster (1997),0.0445969125214408,2.44444444444444,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
681,I Know What You Did Last Summer (1997),0.169811320754716,3.06,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
682,Rocket Man (1997),0.0823327615780446,2.40816326530612,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
683,In the Line of Fire (1993),0.288164665523156,3.79289940828402,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
684,Executive Decision (1996),0.267581475128644,3.35668789808917,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
685,"Perfect World, A (1993)",0.0840480274442538,3.68,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
686,McHale's Navy (1997),0.116638078902229,2.18840579710144,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
687,Leave It to Beaver (1997),0.0737564322469982,1.84090909090909,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
688,"Jackal, The (1997)",0.147512864493996,3.14942528735632,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
689,Seven Years in Tibet (1997),0.264150943396226,3.45806451612903,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
690,Dark City (1998),0.0257289879931389,3.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
691,"American President, The (1995)",0.279588336192109,3.6280487804878,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
692,Casino (1995),0.154373927958833,3.64835164835164,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
693,Persuasion (1995),0.0737564322469982,4.04545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
694,Kicking and Screaming (1995),0.0205831903945111,2.92307692307692,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
695,City Hall (1996),0.133790737564322,3.13924050632911,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
696,"Basketball Diaries, The (1995)",0.0668953687821612,3.425,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
697,"Browning Version, The (1994)",0.0154373927958833,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
698,Little Women (1994),0.173241852487135,3.67647058823529,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
699,Miami Rhapsody (1995),0.0240137221269296,2.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
700,"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",0.0154373927958833,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
701,Barcelona (1994),0.0891938250428816,3.0188679245283,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
702,Widows' Peak (1994),0.0308747855917667,3.57894736842105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
703,"House of the Spirits, The (1993)",0.039451114922813,3.04166666666666,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
704,Singin' in the Rain (1952),0.233276157804459,3.992700729927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
705,Bad Moon (1996),0.00857632933104631,2.66666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
706,Enchanted April (1991),0.118353344768439,3.92857142857142,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
707,"Sex, Lies, and Videotape (1989)",0.171526586620926,3.47524752475247,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
708,Strictly Ballroom (1992),0.176672384219554,4.02884615384615,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
709,Better Off Dead... (1985),0.133790737564322,3.56962025316455,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
710,"Substance of Fire, The (1996)",0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
711,Tin Men (1987),0.0857632933104631,3.07843137254901,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
712,Othello (1995),0.121783876500857,3.61111111111111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
713,Carrington (1995),0.0205831903945111,3.23076923076923,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
714,To Die For (1995),0.147512864493996,3.27586206896551,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
715,Home for the Holidays (1995),0.0977701543739279,3.1551724137931,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
716,"Juror, The (1996)",0.13893653516295,2.8170731707317,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
717,In the Bleak Midwinter (1995),0.0257289879931389,3.6875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
718,Canadian Bacon (1994),0.0480274442538593,2.41379310344827,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
719,First Knight (1995),0.145797598627787,3.02325581395348,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
720,Mallrats (1995),0.0909090909090909,3.44444444444444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
721,Nine Months (1995),0.0977701543739279,2.93103448275862,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
722,Boys on the Side (1995),0.0566037735849056,3.14705882352941,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
723,Circle of Friends (1995),0.128644939965694,3.48684210526315,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
724,Exit to Eden (1994),0.0257289879931389,2.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
725,Fluke (1995),0.0222984562607204,2.42857142857142,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
726,Immortal Beloved (1994),0.106346483704974,3.46031746031746,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
727,Junior (1994),0.0754716981132075,3.02222222222222,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
728,Nell (1994),0.137221269296741,3.48148148148148,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
729,"Queen Margot (Reine Margot, La) (1994)",0.039451114922813,3.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
730,"Corrina, Corrina (1994)",0.0651801029159519,3.15384615384615,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
731,Dave (1993),0.307032590051458,3.65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
732,Go Fish (1994),0.0240137221269296,3.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
733,Made in America (1993),0.0445969125214408,2.51851851851851,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
734,Philadelphia (1993),0.233276157804459,3.85401459854014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
735,Shadowlands (1993),0.132075471698113,3.93589743589743,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
736,Sirens (1994),0.0994854202401372,2.98305084745762,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
737,Threesome (1994),0.0514579759862778,2.83870967741935,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
738,Pretty Woman (1990),0.279588336192109,3.32317073170731,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
739,Jane Eyre (1996),0.106346483704974,3.47619047619047,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
740,"Last Supper, The (1995)",0.0977701543739279,3.44827586206896,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
741,Ransom (1996),0.456260720411663,3.6441947565543,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
742,"Crow: City of Angels, The (1996)",0.0651801029159519,1.94871794871794,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
743,Michael Collins (1996),0.156089193825042,3.45652173913043,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
744,"Ruling Class, The (1972)",0.0257289879931389,3.875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
745,Real Genius (1985),0.202401372212692,3.66386554621848,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
746,Benny & Joon (1993),0.173241852487135,3.46078431372549,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
747,"Saint, The (1997)",0.540308747855917,3.12341772151898,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
748,"MatchMaker, The (1997)",0.0857632933104631,3.17647058823529,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
749,Amistad (1997),0.210977701543739,3.85483870967741,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
750,Tomorrow Never Dies (1997),0.307032590051458,3.42777777777777,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
751,"Replacement Killers, The (1998)",0.0651801029159519,3.3076923076923,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
752,Burnt By the Sun (1994),0.039451114922813,3.70833333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
753,Red Corner (1997),0.0960548885077186,3.3859649122807,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
754,Jumanji (1995),0.162950257289879,3.3125,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
755,Father of the Bride Part II (1995),0.217838765008576,2.8984375,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
756,Across the Sea of Time (1995),0.00514579759862778,2.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
757,Lawnmower Man 2: Beyond Cyberspace (1996),0.0343053173241852,1.71428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
758,Fair Game (1995),0.0171526586620926,2.18181818181818,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,Screamers (1995),0.0771869639794168,2.65217391304347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
760,Nick of Time (1995),0.0737564322469982,3.04545454545454,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
761,Beautiful Girls (1996),0.195540308747855,3.39130434782608,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
762,Happy Gilmore (1996),0.25385934819897,3.38926174496644,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
763,If Lucy Fell (1996),0.0480274442538593,2.75862068965517,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
764,Boomerang (1992),0.0531732418524871,2.8125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
765,Man of the Year (1995),0.0137221269296741,3.11111111111111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
766,"Addiction, The (1995)",0.0171526586620926,2.18181818181818,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
767,Casper (1995),0.0874785591766723,3.07692307692307,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,Congo (1995),0.0703259005145797,2.45238095238095,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
769,Devil in a Blue Dress (1995),0.0960548885077186,3.3859649122807,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
770,Johnny Mnemonic (1995),0.0686106346483705,2.63414634146341,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
771,Kids (1995),0.0823327615780446,3.06122448979591,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
772,Mute Witness (1994),0.0274442538593482,2.94117647058823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
773,"Prophecy, The (1995)",0.0531732418524871,2.9375,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
774,Something to Talk About (1995),0.0428816466552315,2.76923076923076,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
775,Three Wishes (1995),0.0137221269296741,3.22222222222222,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
776,Castle Freak (1995),0.00514579759862778,1.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
777,Don Juan DeMarco (1995),0.128644939965694,3.55263157894736,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
778,Drop Zone (1994),0.0514579759862778,2.54838709677419,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,Dumb & Dumber (1994),0.116638078902229,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
780,French Kiss (1995),0.142367066895368,3.33333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
781,Little Odessa (1994),0.0154373927958833,2.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
782,Milk Money (1994),0.0617495711835334,2.72972972972973,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
783,Beyond Bedlam (1993),0.00171526586620926,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
784,Only You (1994),0.0651801029159519,3.15384615384615,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
785,"Perez Family, The (1995)",0.0222984562607204,2.64285714285714,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
786,Roommates (1995),0.0205831903945111,3.23076923076923,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
787,Relative Fear (1994),0.00343053173241852,1.66666666666666,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
788,Swimming with Sharks (1995),0.078902229845626,3.57446808510638,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
789,Tommy Boy (1995),0.111492281303602,2.9090909090909,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
790,"Baby-Sitters Club, The (1995)",0.0154373927958833,2.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,Bullets Over Broadway (1994),0.145797598627787,3.72093023255813,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
792,Crooklyn (1994),0.0154373927958833,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
793,It Could Happen to You (1994),0.0771869639794168,3.65217391304347,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
794,Richie Rich (1994),0.0343053173241852,2.42857142857142,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
795,Speechless (1994),0.0600343053173241,3.08333333333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
796,Timecop (1994),0.0514579759862778,3.09677419354838,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
797,Bad Company (1995),0.0137221269296741,2.22222222222222,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,Boys Life (1995),0.00686106346483705,3.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
799,In the Mouth of Madness (1995),0.0428816466552315,2.88461538461538,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
800,"Air Up There, The (1994)",0.0257289879931389,2.8125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
801,Hard Target (1993),0.0668953687821612,2.7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
802,Heaven & Earth (1993),0.0137221269296741,2.55555555555555,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
803,Jimmy Hollywood (1994),0.0120068610634648,2.875,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
804,Manhattan Murder Mystery (1993),0.0445969125214408,3.62962962962962,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
805,Menace II Society (1993),0.0840480274442538,3.46,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
806,Poetic Justice (1993),0.0137221269296741,2.77777777777777,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
807,"Program, The (1993)",0.0514579759862778,2.83870967741935,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
808,Rising Sun (1993),0.072041166380789,2.90697674418604,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
809,"Shadow, The (1994)",0.0754716981132075,2.88888888888888,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,Thirty-Two Short Films About Glenn Gould (1993),0.0291595197255574,3.94444444444444,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
811,Andre (1994),0.0291595197255574,3.11111111111111,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,"Celluloid Closet, The (1995)",0.0943396226415094,3.89285714285714,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
